from_node,to_node
NEC CORPORATION,"TOPPAN PRINTING CO., LTD."
NEC CORPORATION,"TORAY INDUSTRIES, INC."
"SUMITOMO BAKELITE CO., LTD.","SUMITOMO CHEMICAL COMPANY, LIMITED"
"SUMITOMO BAKELITE CO., LTD.","TOPPAN PRINTING CO., LTD."
"SUMITOMO BAKELITE CO., LTD.","TORAY INDUSTRIES, INC."
"SUMITOMO CHEMICAL COMPANY, LIMITED","TOPPAN PRINTING CO., LTD."
"SUMITOMO CHEMICAL COMPANY, LIMITED","TORAY INDUSTRIES, INC."
"TOPPAN PRINTING CO., LTD.","TORAY INDUSTRIES, INC."
SONY GROUP CORPORATION,Sony Disc & Digital Solutions Inc.
"SANYO ELECTRIC CO., LTD.","SANYO Semiconductor Manufacturing Co., Ltd."
"SANYO Semiconductor Co., Ltd.","SANYO Semiconductor Manufacturing Co., Ltd."
"Foxcomm Technology Co., Ltd.","Fu Zhun Precision Industry (Shen Zhen) Co., Ltd."
PIRELLI & C. S.P.A.,"STMICROELECTRONICS, INC."
"The Brigham and Women's Hospital, Inc.","The United States of America, as represented by the Department of Health and Human Services"
RINNAI CORPORATION,Rinnai New Zealand Ltd.
GOODRICH CORPORATION,"ROHR, INC."
Kabushiki Kaisha Toshiba,Lazoc Incorporated
"HON HAI PRECISION CO., LTD.",TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED
Hamilton Sundstrand Corporation (HSC),PRATT & WHITNEY CANADA CORP.
"SRU Biosystems, Inc.",The Board of Trustees of the University of Illinois
"Medisens Wireless, Inc.",The Regents of the University of California
ASAHI KASEI KABUSHIKI KAISHA,The Noguchi Institute
COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,KELHEIM FIBRES GMBH
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,SHARP KABUSHIKI KAISHA
"HITACHI, LTD.","Hitachi Information Technology Co., Ltd."
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,MPO INTERNATIONAL
"Kashiwara Machine Mfg. Co., Ltd.",Sumitomo Mitsubishi Silicon Corporation
"Cisco Technology, Inc.",Solectron Corporation
The Trustees of the University of Pennsylvania,"The United States of America, as represented by the Department of Health and Human Services"
UNIVERSIDAD DE MÁLAGA,UNIVERSIDAD DE SEVILLA
"Pumtech Korea Co., Ltd.",Toly Korea Inc.
FUJITSU LIMITED,Fujitsu Access Limited
"NAKANISHI METAL WORKS CO., LTD.",NTN CORPORATION
"Global Cooling, Inc.",Twinbird Corporation
Fraunhofer-Gesellschaft zur förderung der angewandten Forschung e.V.,Infineon Technologies AG
"Nissan Motor Co., Ltd.",TOHOKU UNIVERSITY
The Board of Trustees of the Leland Stanford Junior University,The Regents of the University of California
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE DE POITIERS
"POSCO CO., LTD",POSTECH ACADEMY-INDUSTRY FOUNDATION
"POSCO CO., LTD",POSTECH FOUNDATION
Kabushiki Kaisha Toshiba,"Sumitomo Electric Industries, Ltd."
"Oji Kinocloth Co., Ltd.","Oji Paper Co., Ltd."
"HIROSE ELECTRIC CO., LTD.","HITACHI CHEMICAL COMPANY, LTD."
"HIROSE ELECTRIC CO., LTD.",NEC CORPORATION
"HIROSE ELECTRIC CO., LTD.","Sumitomo Electric Industries, Ltd."
"HITACHI CHEMICAL COMPANY, LTD.","Sumitomo Electric Industries, Ltd."
NEC CORPORATION,"Sumitomo Electric Industries, Ltd."
"Apath, LLC",Washington University
NIKON CORPORATION,TOCHIGI NIKON CORPORATION
National Institute of Advanced Industrial Science and Technology,Yokogawa Electric Corporation
"Cambridge Filter Japan, Ltd.","Kondoh Industries, Ltd."
Arm Limited,THE REGENTS OF THE UNIVERSITY OF MICHIGAN
Albert-Ludwigs-Universitaet Freiburg,GM GLOBAL TECHNOLOGY OPERATIONS LLC
SK hynix Inc.,"Siltron, Inc."
BAYER TECHNOLOGY SERVICES GMBH,CENTRUM FUR ANGEWANDTE NANOTECHNOLOGIE (CAN) GMBH
ICU Research and Industrial Cooperation Group,"SAMSUNG ELECTRONICS CO., LTD."
National Health Research Institutes,TAIPEI MEDICAL UNIVERSITY
Canon Kabushiki Kaisha,Microsoft Corporation
Disetronic Licensing AG,"Roche Diagnostics Operations, Inc."
"HITACHI INDUSTRIAL EQUIPMENT SYSTEMS CO., LTD.","HITACHI POWDERED METALS CO., LTD."
"HITACHI INDUSTRIAL EQUIPMENT SYSTEMS CO., LTD.","Japan Servo Co., Ltd."
"HITACHI POWDERED METALS CO., LTD.","Japan Servo Co., Ltd."
Burnham Institute for Medical Research,The Regents of the University of California
"Renesas Eastern Japan Semiconductor, Inc.",Renesas Technology Corporation
IHI Corporation,National Institute of Radiological Sciences
IHI Corporation,THE UNIVERSITY OF TOKYO
National Institute of Radiological Sciences,THE UNIVERSITY OF TOKYO
G JAMES AUSTRALIA PTY LTD,"GRANCO CLARK, INC."
"AISIN AW CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
INSTITUCIÓ CATALANA DE RECERCA I ESTUDIS AVANCATS,"Institut de Ciencies Fotoniques, Fundacio Privada"
L'Oreal,NESTEC S.A.
"BEDOUKIAN RESEARCH, INC.",The Regents of the University of California
"BEDOUKIAN RESEARCH, INC.",The United States of America Secretary of Agriculture
The Regents of the University of California,The United States of America Secretary of Agriculture
CENTER FOR MOLECULAR MEDICINE AND IMMUNOLOGY,"IMMUNOMEDICS, INC."
CHUNGBUK NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
Industrial Technology Research Institute,National Taiwan University
E.I. DU PONT DE NEMOURS AND COMPANY,LUCENT TECHNOLOGIES INC.
EMORY UNIVERSITY,"Pharmasset, Inc."
EMORY UNIVERSITY,The Board of Trustees of the Leland Stanford Junior University
"Pharmasset, Inc.",The Board of Trustees of the Leland Stanford Junior University
Deere & Company,"PGI INTERNATIONAL, LTD."
"OTSUKA CHEMICAL CO., LTD.","POLYPLASTICS CO., LTD."
Advanced Gel Technology Limited,Aubin Limited
"General Dynamics C4 Systems, Inc.","Motorola, Inc."
"EPI, L.P.","MacSema, Inc."
FN HERSTAL S.A.,"FN Manufacturing, LLC"
Mass Transit Railway Corporation Limited,The Hong Kong Polytechnic University
THE JOHNS HOPKINS UNIVERSITY,"The United States of America, as represented by the Department of Health and Human Services"
"HITACHI CHEMICAL COMPANY, LTD.","Hitachi Chemical Research Center, Inc."
COLUMBIA UNIVERSITY,Children's Hospital Medical Center
"Hitachi Cable Precision Co., Ltd.","Stanley Electric Co., Ltd."
"Anaphore, Inc.",Hoffmann-La Roche Inc.
"NTT DOCOMO, INC.",Renesas Technology Corporation
Cell-Infortech Inc.,Kabushiki Kaisha Toshiba
SONY GROUP CORPORATION,Sony EMCS (Malaysia) Sdn. Bhd.
"HITACHI CHEMICAL COMPANY, LTD.","HITACHI, LTD."
Fumi Sato,"TAISHO PHARMACEUTICAL CO., LTD."
"Centocor, Inc.",NEW YORK UNIVERSITY
"HONDA MOTOR CO., LTD.","NISSIN KOGYO CO., LTD."
Vogel Mecafluid S.A.,Willy Vogel AG
"Quorex Pharmaceuticals, Inc.",THE TRUSTEES OF PRINCETON UNIVERSITY
"Quorex Pharmaceuticals, Inc.","University Technologies International, Inc."
THE TRUSTEES OF PRINCETON UNIVERSITY,"University Technologies International, Inc."
FUJITSU LIMITED,THE UNIVERSITY OF TOKYO
Aluminum Pechiney,E.C.L.
"Cornell Research Foundation, Inc.","METABOLON, INC."
Albany Medical College,"K Spine, Inc."
3M INNOVATIVE PROPERTIES COMPANY,Graceway Pharmaceuticals. LLC
"C3 Jian, LLC",The Regents of the University of California
Idaho Research Foundation,Washington State University Research Foundation
"KURARAY CO., LTD.",Kuraray Europe GmbH
CALIFORNIA INSTITUTE OF TECHNOLOGY,Microsoft Corporation
"STMICROELECTRONICS, INC.",STMicroelectronics SA
"NIPPON NYUKAZAI CO., LTD.",Tokyo Institute of Technology
NEC CORPORATION,"NEC Wireless Networks, Ltd."
"Paragon Water Systems, Inc.",XIAMEN RUNNER INDUSTRIAL CORPORATION
Fiat Auto S.p.A.,GM GLOBAL TECHNOLOGY OPERATIONS LLC
"SANYO CHEMICAL INDUSTRIES, LTD.",Unicharm Corporation
Detlef Hegeman GmbH & Co. KG,Stockhausen GmbH & Co. KG
"MEIJI SEIKA KAISHA, LTD.",Sagami Chemical Research Center
ASTRAZENECA AB,Argenta Discovery Limited
"Hidec Co., Ltd","Zesu Giko Co., Ltd"
GLOBAL IP SOLUTIONS (GIPS) AB,"GLOBAL IP SOLUTIONS, INC."
Bentley Motors Limited,Bury Sp.z.o.o.
ASTELLAS PHARMA INC.,CUREGENE K.K.
"JAPAN STENT TECHNOLOGY CO., LTD.",NEC TOKIN CORPORATION
INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM VZW,STMicroelectronics (Crolles 2) SAS
ASTELLAS PHARMA INC.,"KOTOBUKI PHARMACEUTICAL CO., LTD."
"Dai-Ichi Electric Co., Ltd.","Mitsui Engineering & Shipbuilding Co., Ltd."
"Dai-Ichi Electric Co., Ltd.","The Tsurumi Seiki Co., Ltd."
"Mitsui Engineering & Shipbuilding Co., Ltd.","The Tsurumi Seiki Co., Ltd."
"N2 Broadband, Inc.",Time Warner Cable Inc.
SANKYO SEISAKUSHO CO.,YAMAZAKI MAZAK CORPORATION
Patente II KG,Zylum Beteiligungsgesellschaft mbH & Co.
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,NTT ADVANCED TECHNOLOGY CORPORATION
"HONDA MOTOR CO., LTD.","Toyo Seikan Co., Ltd."
"KAYABA INDUSTRY Co., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
ASTRAZENECA AB,Bayer Schering Pharma AG
"Octec, Inc.",TOKYO ELECTRON LIMITED
Barnes-Jewish Hospital,THE DOW CHEMICAL COMPANY
DUPONT DISPLAYS INC,E.I. DU PONT DE NEMOURS AND COMPANY
TOYOTA BOSHOKU KABUSHIKI KAISHA,YAZAKI CORPORATION
BANDAI CO. LTD,Namco Bandai Games Inc.
BANDAI CO. LTD,"Q Entertainment, Inc."
Namco Bandai Games Inc.,"Q Entertainment, Inc."
CORIXA CORPORATION,University of Washington
"Epoch Microelectronics, Inc.",RENESAS ELECTRONICS CORPORATION
"AMADA CO., LTD.","Amada Cutting Co., Ltd."
THE TEXAS A&M UNIVERSITY SYSTEM,Terrabon Technology Corp.
"GREEN TECH Co., Ltd","TAKI CHEMICAL CO., LTD."
"HORIBA, LTD.",Renesas Technology Corporation
"HORIBA, LTD.","Rohm Co., Ltd."
3M INNOVATIVE PROPERTIES COMPANY,The Board of Regents of the University of Texas System
DENSO CORPORATION,"HITACHI, LTD."
Harvard University,NEW YORK UNIVERSITY
"ALPS ELECTRIC CO., LTD.",Autoliv Development AB
BOS GMBH & CO. KG,Bayerische Motoren Werke Aktiengesellschaft
Illumina Cambridge Limited,"Illumina, Inc."
Bombardier Transportation GmbH,Panduit Corp.
Flexwise AB,Svema Industriteknik AB
MTU Aero Engines AG,Sonats
TAMURA CORPORATION,TAMURA FA SYSTEM CORPORATION
Henkel AG & Co. KGaA,UNIVERSITEIT GENT
SK hynix Inc.,Seoul National University R&DB Foundation
"Ford Global Technologies, LLC",Multimatic Inc.
Ford Motor Company,The Regents of the University of California
"Ford Global Technologies, LLC",Jaguar Cars Limited
AICHI PREFECTURE,FUJIFILM Corporation
"Electronic Materials CMP Holding, Inc.",Rohm and Haas Electronic
"TELECORDIA TECHNOLOGIES, INC.",Toyota Motor Corporation
Aruze Corp.,Seta Corp.
BASF SE,THE DOW CHEMICAL COMPANY
"Artel, Inc.",SEYONIC S.A.
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,SOONHAN ENGINEERING CORP.
KABUSHIKI KAISHA TOYOTA JIDOSHOKKI,YAZAKI CORPORATION
"GRAHAM PACKAGING COMPANY, L.P.","Playtex Products, LLC"
"EnerG2, Inc.",University of Washington
"AKEBONO BRAKE INDUSTRY CO., LTD.","HONDA MOTOR CO., LTD."
"Luxpert Technologies Co., Ltd.","PACKAGE SOLUTIONS, INC."
IMEC,"Katholieke Universiteit Leuven, KU LEUVEN R&D"
Alcatel-Lucent USA Inc.,GEMFIRE CORPORATION
"DAINIPPON SUMITOMO PHARMA CO., LTD.","Sunesis Pharmaceuticals, Inc."
Masco Corporation of Indiana,Mercury Plastics LLC
Kasatani Corp,"SANYO ELECTRIC CO., LTD."
Kasatani Corp,"TOTTORI SANYO ELECTRIC CO., LTD."
OMRON CORPORATION,SONY GROUP CORPORATION
FORD OTOMOTIV SANAYI ANONIM SIRKETI,"Ford Global Technologies, LLC"
CARL ZEISS SURGICAL GMBH,Carl Zeiss AG
"HITACHI, LTD.","HONDA MOTOR CO., LTD."
"HITACHI, LTD.","Nippon Steel Materials Co., Ltd."
"HONDA MOTOR CO., LTD.","Nippon Steel Materials Co., Ltd."
Institute for Information Technology Advancement,International Business Machines Corporation
BIOSYSTEMIX LTD.,UNIVERSITE DE MONTREAL
"MURATA MANUFACTURING CO., LTD.","SANYO ELECTRIC CO., LTD."
"EARTH CHEMICAL CO., LTD.","Maruichi Valves Co., Ltd."
GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
"Fuso Precision Co., Ltd.","Naigai Process Co., Ltd."
CALSONIC KANSEI CORPORATION,YAZAKI CORPORATION
The Regents of the University of California,United States of America/NIH
NEC TOKIN CORPORATION,TAYCA CORPORATION
NABTESCO CORPORATION,TOKYO ELECTRON LIMITED
ALCOA INC.,ELKEM AS
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Centre National d'Études Spatiales
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,ImmuPharma France SA
"PRESS KOGYO CO., LTD.",VOLVO CONSTRUCTION EQUIPMENT HOLDING SWEDEN AB
"ISHIZAKI HONTEN CO., LTD.","Katayama Kogyo Co., Ltd."
"ISHIZAKI HONTEN CO., LTD.",MAZDA MOTOR CORPORATION
"ISHIZAKI HONTEN CO., LTD.","NISHIKAWA RUBBER CO., LTD."
"Katayama Kogyo Co., Ltd.",MAZDA MOTOR CORPORATION
"Katayama Kogyo Co., Ltd.","NISHIKAWA RUBBER CO., LTD."
MAZDA MOTOR CORPORATION,"NISHIKAWA RUBBER CO., LTD."
IPSEN BIOPHARM LIMITED,IPSEN PHARMA S.A.S.
Japan Science and Technology Agency,"Mitsui Sugar Co., Ltd."
"Cornell Research Foundation, Inc.",NEW YORK MEDICAL COLLEGE
Angkor Technology LLP,Palantyr Research LLC
"Minebea Co., Ltd.","NIPPON GREASE CO., LTD."
GOLDWIN INC.,GOLDWIN TECHNICAL CENTER INC.
OLYMPUS MEDICAL SYSTEMS CORPORATION,SONY GROUP CORPORATION
Hitachi High-Technologies Corporation,Hitachi Science Systems Ltd.
Chemionic Technologies,"Rutgers, the State University of New Jersey"
"HITACHI, LTD.","Hitachi Plant Engineering & Construction Co., Ltd."
AARON DIAMOND AIDS RESEARCH CENTER,NEW YORK UNIVERSITY
AARON DIAMOND AIDS RESEARCH CENTER,THE CITY UNIVERSITY OF NEW YORK
NEW YORK UNIVERSITY,THE CITY UNIVERSITY OF NEW YORK
"ALPS ELECTRIC CO., LTD.","PACIFIC INDUSTRIAL CO., LTD."
"HITACHI, LTD.","Hitachi Computer Peripherals Co., Ltd."
IMEC,"Universiteit Gent, A Belgium University"
Au Optronics Corporation,Chi Mei Optoelectronics Corp.
Au Optronics Corporation,TPO Displays Corp.
Chi Mei Optoelectronics Corp.,"Chunghwa Picture Tubes, LTD."
Chi Mei Optoelectronics Corp.,HannStar Display Corporation
Chi Mei Optoelectronics Corp.,Industrial Technology Research Institute
Chi Mei Optoelectronics Corp.,TPO Displays Corp.
Chi Mei Optoelectronics Corp.,Taiwan TFT LCD Association
"Chunghwa Picture Tubes, LTD.",TPO Displays Corp.
HannStar Display Corporation,TPO Displays Corp.
Industrial Technology Research Institute,TPO Displays Corp.
TPO Displays Corp.,Taiwan TFT LCD Association
The Board of Trustees of the Leland Stanford Junior University,The Massachusetts Institute of Technology University
Children's Medical Center Corporation,"Cornell Research Foundation, Inc."
Business Performance Systems,Lockheed Martin Corporation
KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,Regents of the University of Minnesota
"Aircom Manufacturing, Inc.",ELI LILLY AND COMPANY
Mitsubishi Electric Corporation,National University Corporation Nagoya University
"SUMITOMO CHEMICAL COMPANY, LIMITED","THE JAPAN STEEL WORKS, LTD."
"HUMAN GENOME SCIENCES, INC.",The John Hopkins University
Gentier Biosystems Incorporation,NIHON UNIVERSITY
Nagracard S.A.,Swisscom AG
"JFE Container Co., Ltd",JFE Steel Corporation
"JFE Container Co., Ltd",National Institute of Advanced Industrial Science and Technology
JFE Steel Corporation,National Institute of Advanced Industrial Science and Technology
Gruenenthal GmbH,Leiden University
Alpha-Biocare GmbH,Convet GmbH & Co. KG
"PANASONIC PHOTO & LIGHTING CO., LTD.","Rohm Co., Ltd."
KANEKA CORPORATION,NICHIA CORPORATION
CorTec GmbH,"Freeescale Semiconductor, Inc."
"Stirling Technology, Inc.","Sulfstede Consulting Services, Inc."
BASF Plant Science Company GmbH,Regents of the University of Minnesota
"SHANGHAI INSTITUTE OF MATERIA MEDICA, CHINESE ACADEMY OF SCIENCES",Shanghai Lead Discovery Pharmaceuticals Limited Company
Amgen Fremont Inc.,PFIZER INC.
FUJITSU LIMITED,Phoenix Technologies K.K.
"HITACHI, LTD.",Phoenix Technologies K.K.
Phoenix Technologies K.K.,Pioneer Corporation
Phoenix Technologies K.K.,"SANYO ELECTRIC CO., LTD."
Continental Automotive France,Federal-Mogul Ignition Srl
CENTRAL JAPAN RAILWAY COMANY,NATIONAL INSTITUTE FOR MATERIALS SCIENCE
"AT&T Intellectual Property I, L.P.","SBC Operations, Inc."
"Beth Israel Deaconess Medical Center, Inc.",Crucell Holland B.V.
"Wyeth, LLC",Zealand Pharma A/S
"HITACHI, LTD.",PETROLEUM ENERGY CENTER
E.I. DU PONT DE NEMOURS AND COMPANY,Verdia Inc.
"PIONEER HI-BRED INTERNATIONAL, INC.",Verdia Inc.
BEN GURION UNIVERSITY OF THE NEGEV RESEARCH AND DEVELOPMENT AUTHORITY,Universite Joseph Fourier—Grenoble 1
"Millennium Pharmaceuticals, Inc.","Wyeth, LLC"
Applied Materials Israel Ltd.,Carl Zeiss AG
Labopharm (Barbados) Limited,Labopharm Europe Limited
Labopharm (Barbados) Limited,Labopharm Inc.
Labopharm Europe Limited,Labopharm Inc.
"Genentech, Inc.","The United States of America, as represented by the Department of Health and Human Services"
FUJITSU MICROELECTRONICS LIMITED,PANASONIC HOLDINGS CORPORATION
FUJITSU MICROELECTRONICS LIMITED,RENESAS ELECTRONICS CORPORATION
Kabushiki Kaisha Toshiba,RENESAS ELECTRONICS CORPORATION
PANASONIC HOLDINGS CORPORATION,RENESAS ELECTRONICS CORPORATION
"Ford Global Technologies, LLC","Visteon Global Technologies, Inc."
"Beth Israel Deaconess Medical Center, Inc.",TRUSTEES OF BOSTON UNIVERSITY
Himax Technologies Limited,NATIONAL SUN YAT-SEN UNIVERSITY
KOREA ATOMIC ENERGY RESEARCH INSTITUTE,"SAMSUNG ELECTRONICS CO., LTD."
IMEC,Limburgs Universitair Centrum
"PDL BioPharma, Inc.",TEIJIN LIMITED
"George Mason Intellectual Properties, Inc.",Inova Health System
"Beth Israel Deaconess Medical Center, Inc.",University of Kansas
"Dojin Iyaku Kako Co., Ltd.",S.S.P. INC.
"Dojin Iyaku Kako Co., Ltd.",Tokuhon Corporation
S.S.P. INC.,Tokuhon Corporation
"Ensky Technology (Shenzhen) Co., Ltd.","Ensky Technology Co., Ltd."
TOKYO ELECTRON LIMITED,ZEON CORPORATION
SEIKO EPSON CORPORATION,Sony Ericsson Mobile Communications AB
MIKUNI SHIKISO KABUSHIKI KAISHA,SEIKO EPSON CORPORATION
DSM New Business Development B.V.,Topchim N.V.
FUJIFILM Corporation,Massachusetts Institute of Technology
"SHANGHAI AIZHONG BIOTECHNOLOGY CO., LTD.",Shanghai Centre of Research & Development of New Drugs
"SHANGHAI AIZHONG BIOTECHNOLOGY CO., LTD.","Shanghai Newsummit Biopharma Co., Ltd"
Shanghai Centre of Research & Development of New Drugs,"Shanghai Newsummit Biopharma Co., Ltd"
ConocoPhillips Company,"University Technologies International, Inc."
The Boeing Company,The Regents of the University of California
"Babcock & Wilcox Technical Services Y-12, LLC",FISK UNIVERSITY
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,SICAT LLC
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE DE STRASBOURG
SICAT LLC,UNIVERSITE DE STRASBOURG
CENTRE HOSPITALIER ET UNIVERSITAIRE DE BREST,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
CENTRE HOSPITALIER ET UNIVERSITAIRE DE BREST,Institut National de la Sante et de la Recherche Medicale (INSERM)
CENTRE HOSPITALIER ET UNIVERSITAIRE DE BREST,Universite De Bretagne Occidentale
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite De Bretagne Occidentale
Institut National de la Sante et de la Recherche Medicale (INSERM),Universite De Bretagne Occidentale
President and Fellows of Harvard College,"Wyeth, LLC"
"ArvinMeritor Technology, LLC","TECHCO HOLDINGS, INC."
"BOLY MEDIA COMMUNICATIONS (SHENZHEN) CO., LTD.",TSINGHUA UNIVERSITY
"CASIO COMPUTER CO., LTD.","MITSUBISHI PENCIL COMPANY, LIMITED"
Duke University,"Mountain View Pharmaceuticals, Inc."
ALSTOM TRANSPORT SA,Mitsubishi Electric Corporation
UNIVERSITY OF CAPE TOWN,University of Bath
National University Corporation Nagoya University,"Panasonic Electric Works Co., Ltd."
"FURUKAWA ELECTRIC ADVANCED ENGINEERING CO., LTD.","FURUKAWA ELECTRIC CO., LTD."
"FURUKAWA ELECTRIC ADVANCED ENGINEERING CO., LTD.","Precision System Science Co., Ltd."
"FURUKAWA ELECTRIC CO., LTD.","Precision System Science Co., Ltd."
Japan Science and Technology Agency,NEC CORPORATION
NEC CORPORATION,RIKEN
NATIONAL INSTITUTES OF HEALTH (NIH),The United States of America as represented by the Department of Health and Human Services (DHHS)
NATIONAL INSTITUTES OF HEALTH (NIH),U.S. GOVERNMENT NIH DIVISION OF EXTRAMURAL INVENTIONS AND TECHNOLOGY RESOURCES (DEITR)
The United States of America as represented by the Department of Health and Human Services (DHHS),U.S. GOVERNMENT NIH DIVISION OF EXTRAMURAL INVENTIONS AND TECHNOLOGY RESOURCES (DEITR)
"SAMSUNG ELECTRONICS CO., LTD.",The Regents of the University of California
ENI S.P.A.,Enitecnologie S.p.A.
ENI S.P.A.,SNAMPROGETTI S.p.A.
Enitecnologie S.p.A.,SNAMPROGETTI S.p.A.
"FURUKAWA ELECTRIC CO., LTD.",SHODA TECHTRON CORP.
"Nissan Motor Co., Ltd.",TIGERS POLYMER CORPORATION
"DOWA Electronics Materials Co., Ltd.","NGK INSULATORS, LTD."
Medical College of Georgia Research Institute,"University of Georgia Research Foundation, Inc."
Bell Geospace Inc.,Lockheed Martin Corporation
Metso Paper Inc.,Mitsubishi Electric Corporation
JAPAN ATOMIC ENERGY AGENCY,NITTO DENKO CORPORATION
"AIR PRODUCTS AND CHEMICALS, INC.","Ceramatec, Inc."
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,PIERRE FABRE DERMO-COSMETIQUE
PIERRE FABRE DERMO-COSMETIQUE,UNIVERSITE CLAUDE BERNAD LYON 1
National Institute of Advanced Industrial Science and Technology,TOTO LTD.
"NIPPON LIGHT METAL COMPANY, LTD.","Nissan Motor Co., Ltd."
"HOWA MACHINERY, LTD.",KOGANEI CORPORATION
"Headway Technologies, Inc.",SAE MAGNETICS (H.K.) LTD.
"HITACHI, LTD.",National Research Institute of Police Science
AGIP Petroli S.p.A.,Enitecnologie S.p.A.
RENESAS ELECTRONICS CORPORATION,"Renesas Northern Japan Semiconductor, Inc."
TRUSTEES OF BOSTON UNIVERSITY,Yale University
AISIN KAKO KABUSHIKI KAISHA,TOYOTA JIDOSHA KABUSHIKI KAISHA
"Boston Scientific Scimed, Inc.","CRS HOLDINGS, LLC"
Consejo Superior de Investigaciones Cientificas (CSIC),INSTITUT DE FÍSICA D'ALTES ENERGIES (IFAE)
Consejo Superior de Investigaciones Cientificas (CSIC),"Udiat Centre Diagnostics, S.A."
INSTITUT DE FÍSICA D'ALTES ENERGIES (IFAE),"Udiat Centre Diagnostics, S.A."
2S-Sophisticated Systems Limited,BUSS-SMS-CANZLER GMBH
TELEBOX INDUSTRIES CORP.,"Videobaluns Unlimited, LLC"
